campaign_id,campaign_name
CA173227844637702,Ent_PG_PandG_GILLETTEVenus_CTV_011224_D23890
CA173270520637810,Ent_PG_PandG_TideLiquids_CTV_011224_D23973
CA173262616237793,Ent_PG_PandG_VicksVapoRub_NonSouth_011224_D23869
CA173262678537796,Ent_PG_PandG_PANTENE_NCCSA_011224_D23944
CA173270222437808,Ent_PG_PandG_TideLiquids_011224_D23968
CA173280634137845,Ent_PG_HULHB_RinLiquid_011224_D23961
CA173313690137949,Ent_Switz_MioAmore_021224_D24051
CA173314943837960,Sports_GALACTUSONLINE_MPL_291124_D24049
CA173303410537933,Ent_PG_Amazon_AmazonFashion_WRS_021224_D23994
CA173268905037806,Ent_PG_HULHB_ComfortJaconet_011224_D23947
CA173314442637957,Ent_PG_Kelloggs_Chocos_CTV_021224_D24065
CA173280537837843,Ent_PG_HULFOS_PepsodentToothpaste_011224_D23966
CA173320454237963,Ent_AgrotechTechFoods_ACTIIPopcorn_021224_D24066
CA173167232437534,Ent_BAJAJ_BajajElectricals_151124_D23780
CA173280665837851,Ent_PG_HULHB_TotalMoisture_011224_D23974
CA173280639537847,Ent_PG_HULHB_ComfortGalaxy_011224_D23964
CA173314713137958,Ent_PG_RECKITT_Durex_021224_D24064
CA173252594637755,Ent_PG_PandG_WhisperNights_011224_D23904
CA173252821437756,Ent_PG_PandG_WhisperClean_NonSouth_011224_D23911
CA173252822737757,Ent_PG_PandG_WhisperClean_South_011224_D23910
CA173288213537902,Ent_PG_DELIGHTFULGOURMET_Licious_021224_D24040
CA173218003837668,Sports_MidrollHighlights_BGT24_ParthtechDevelopersLLP_Crex_ROS_D23812_SMB2
